entered_at_utc,city,condition_id,question,target_date,leg,side,entry_side_price,entry_yes_price,band,liquidity
2026-07-28T14:39:05.118095+00:00,NYC,0xb45fc4cc16637bd29ef485fb8bdc09e323946aaa4d738ca6f2c8b9fa093a796f,Will the highest temperature in New York City be between 78-79°F on July 29?,2026-07-29,shoulder,No,0.77,0.23,core,2110.81
2026-07-28T15:13:07.574987+00:00,London,0x90a46214eec62a11120c836a350768081dea59c106f84a43db5419f84ffc77a4,Will the highest temperature in London be 29°C on July 30?,2026-07-30,shoulder,No,0.92,0.08,outer,2120.03
2026-07-28T16:55:50.291685+00:00,HongKong,0x7e9ba7dba4f0585df762baa4d19eaf9108c7b96a1c83426112fda37b2b5efee5,Will the highest temperature in Hong Kong be 27°C on July 30?,2026-07-30,shoulder,No,0.93,0.07,outer,3375.83
2026-07-29T03:44:40.732151+00:00,NYC,0xd0ae0edba3676a9823b4acc2c1b943e9f14cc01f5da03e7e3656801c1d3da913,Will the highest temperature in New York City be between 76-77°F on July 30?,2026-07-30,shoulder,No,0.72,0.28,core,1355.85
2026-07-29T06:50:23.037467+00:00,HongKong,0x9c08b3913a17ddb1305a5cb92b09dd93c269772b54c665e10d2d834b52157133,Will the highest temperature in Hong Kong be 28°C on July 30?,2026-07-30,shoulder,No,0.755,0.245,core,3094.04
2026-07-29T09:53:58.196764+00:00,NYC,0x8521ad7956df9421c7b238ddbe8dc79fd76500fc457247da6e82f21d0b3460bb,Will the highest temperature in New York City be between 80-81°F on July 30?,2026-07-30,shoulder,No,0.895,0.105,outer,2299.48
2026-07-29T12:30:48.562205+00:00,Chicago,0x141de22f785056bb8f9a4011535c8fe35c5f20ee02d42e359ffc0975fe9ed1d4,Will the highest temperature in Chicago be between 90-91°F on July 30?,2026-07-30,shoulder,No,0.925,0.075,outer,3862.42
2026-07-29T12:30:48.562205+00:00,Seoul,0x2af56f1c65f9a6aa37d2264b26a415ba67f75c7008ebd7f6ba17ed91adeddbc0,Will the lowest temperature in Seoul be 27°C on July 30?,2026-07-30,shoulder,No,0.93,0.07,outer,1061.44
2026-07-29T15:30:52.041090+00:00,NYC,0xe5230f655d5a1bb73e4628c2c4aa503a55a89c970d8886be68700ef417c45e47,Will the lowest temperature in New York City be between 72-73°F on July 30?,2026-07-30,shoulder,No,0.91,0.09,outer,1329.91
2026-07-29T19:48:50.851345+00:00,NYC,0xbc1fd06613966bcaa866b25a7c3e3417f752f42c24d108d350a8e4f43c2791b6,Will the highest temperature in New York City be between 74-75°F on July 30?,2026-07-30,shoulder,No,0.9,0.1,outer,2616.56
2026-07-29T21:17:36.903622+00:00,London,0x1239d948a89af73b30cf19bb1810fbe5b64400a2ad77d1101c710a08e0cad702,Will the highest temperature in London be 26°C on July 31?,2026-07-31,shoulder,No,0.77,0.23,core,3476.6
2026-07-29T22:20:24.471231+00:00,Seoul,0xb9f04836ad90e97452f23c3e5fff6c671df18bead8b5faf4dec496eca17c4309,Will the highest temperature in Seoul be 33°C on July 31?,2026-07-31,shoulder,No,0.855,0.145,outer,3431.72
2026-07-29T22:20:24.471231+00:00,Seoul,0xd2262954c818ca8a8b4654226fb08e49e11a39bf20bda466bdcb77ccf26b4351,Will the lowest temperature in Seoul be 24°C on July 31?,2026-07-31,shoulder,No,0.855,0.145,outer,1049.53
2026-07-30T00:17:24.486481+00:00,HongKong,0xe1b7edba5be979eb1ee2bae07ec05b6d6bcc94f35447617ded7b24ea5c489d7c,Will the highest temperature in Hong Kong be 27°C on July 31?,2026-07-31,shoulder,No,0.92,0.08,outer,3324.83
2026-07-30T03:36:26.163469+00:00,HongKong,0x1d0139e63ff58fa1e1673843e765d6987b5746f755fd98ee9765f8f97f817202,Will the highest temperature in Hong Kong be 29°C on July 31?,2026-07-31,shoulder,No,0.655,0.345,core,10058.96
2026-07-30T03:36:26.163469+00:00,HongKong,0xd5443af959da655a763e1785a4271e68c619eacb4c4c61592795ffd301eba183,Will the highest temperature in Hong Kong be 28°C on July 31?,2026-07-31,shoulder,No,0.74,0.26,core,3185.14
2026-07-30T09:48:55.186970+00:00,Chicago,0x113073fd32c943f3cc9a44b61a7b141039f752dad535291d4e5b700df5f88c5a,Will the highest temperature in Chicago be between 82-83°F on July 31?,2026-07-31,shoulder,No,0.765,0.235,core,2130.74
2026-07-30T09:48:55.186970+00:00,Chicago,0xd58181bca8e3a5f4088843cafe8dd9adec86857231ba90b886d02f906457ed51,Will the highest temperature in Chicago be between 84-85°F on July 31?,2026-07-31,shoulder,No,0.825,0.175,outer,2785.65
2026-07-30T09:48:55.186970+00:00,NYC,0x80e748b6ca32339f39da781ff54bd8f05111c3bc90e0546daaabe6ab5c170cba,Will the highest temperature in New York City be between 86-87°F on July 31?,2026-07-31,shoulder,No,0.665,0.335,core,3254.07
2026-07-30T09:48:55.186970+00:00,London,0x2c7d6cf2278ee2cb2f6b892e7c9be3744c2432c43dd7d076bc50c73fb057fa6f,Will the highest temperature in London be 27°C on August 1?,2026-08-01,shoulder,No,0.88,0.12,outer,2078.84
2026-07-30T09:48:55.186970+00:00,Seoul,0xfd173f9baba665e036e31fca6bf759833a56b19cfa1015ea4a692340c9015140,Will the highest temperature in Seoul be 30°C on July 31?,2026-07-31,shoulder,No,0.845,0.155,outer,4979.66
2026-07-30T09:48:55.186970+00:00,HongKong,0x18e3e2228ae1dd6222aee357e1bf333d63cca30d8dbcd3948b40631addd316c1,Will the highest temperature in Hong Kong be 26°C on August 1?,2026-08-01,shoulder,No,0.925,0.075,outer,1509.57
2026-07-30T09:48:55.186970+00:00,HongKong,0x2a8142069a61e49f39d4c70f16ed2cdc4280d4b46f788e57725b7ef293c52923,Will the highest temperature in Hong Kong be 27°C on August 1?,2026-08-01,shoulder,No,0.665,0.335,core,1559.99
2026-07-30T12:11:25.746199+00:00,Chicago,0x42aa7dbec89fe4ca6d09095c1fdc32b454f596c0b7ed7c8345021e2634442e7a,Will the highest temperature in Chicago be between 80-81°F on July 31?,2026-07-31,shoulder,No,0.69,0.31,core,2342.96
2026-07-30T12:11:25.746199+00:00,Chicago,0xaa981c84cc89622371462b03ba4c880906a23e5b77aa4ee338a931dcd484095d,Will the highest temperature in Chicago be between 78-79°F on July 31?,2026-07-31,shoulder,No,0.805,0.195,outer,1807.14
2026-07-30T13:53:17.205972+00:00,NYC,0x2c74952c39dcee7e30ee9941f6968dcbeed7a9554f573568ae3d8b9e0772d4f0,Will the highest temperature in New York City be between 88-89°F on July 31?,2026-07-31,shoulder,No,0.935,0.065,outer,2182.63
2026-07-30T13:53:17.205972+00:00,NYC,0x55a071fe9a96ed78a4fae9dbfda94401428a0c49cca6685229e0cb9e9ed00608,Will the highest temperature in New York City be between 82-83°F on July 31?,2026-07-31,shoulder,No,0.855,0.145,outer,2345.51
2026-07-30T13:53:17.205972+00:00,London,0x0415559752b2bff6148b34201964e423e0d0df7e57a8b838e216885458f8f022,Will the lowest temperature in London be 14°C on August 1?,2026-08-01,shoulder,No,0.905,0.095,outer,1516.07
2026-07-30T13:53:17.205972+00:00,London,0x0f144450d42c166183d7aacccba3f83a0f63bcee75892698d6583254e368e726,Will the highest temperature in London be 24°C on July 31?,2026-07-31,shoulder,No,0.82,0.18,outer,4887.54
2026-07-30T13:53:17.205972+00:00,London,0x25139ac3a4c50f96cfabd0cec3ec8e325b242379e1caf562bbb79d5c170f1ae0,Will the highest temperature in London be 23°C on July 31?,2026-07-31,shoulder,No,0.945,0.055,outer,4232.96
2026-07-30T13:53:17.205972+00:00,London,0x3783652ffbb696fe987a93903a4f72f975e07aa1e19702d95fa5233aea505218,Will the lowest temperature in London be 16°C on July 31?,2026-07-31,shoulder,No,0.78,0.22,core,2345.36
2026-07-30T13:53:17.205972+00:00,London,0x7ff5de9ab606e1f557daa4b9fef7e3f03d148c822f895daa2b381065f30a804b,Will the lowest temperature in London be 17°C on August 1?,2026-08-01,shoulder,No,0.885,0.115,outer,1540.7
2026-07-30T13:53:17.205972+00:00,London,0x82c840ad115f8d483b9ccf7b35645c12cff3b533f6e73426d2d6de5c6299d0de,Will the highest temperature in London be 25°C on August 1?,2026-08-01,shoulder,No,0.705,0.295,core,3390.92
2026-07-30T13:53:17.205972+00:00,London,0x91a25125968578943a27e527c3e9731c829a8ec737c538d34f4faa3ee049f683,Will the highest temperature in London be 24°C on August 1?,2026-08-01,shoulder,No,0.895,0.105,outer,3448.84
2026-07-30T13:53:17.205972+00:00,London,0x9384f708e281ff26d9eaf83dd9ec70a8b46e604f38c81b036d0e63339960f0a9,Will the lowest temperature in London be 18°C on July 31?,2026-07-31,shoulder,No,0.75,0.25,core,2631.19
2026-07-30T13:53:17.205972+00:00,London,0xd3a3043043a49d9c3f404afc1acb6de287ef42d405ec82a34469e76dda54ea98,Will the highest temperature in London be 27°C on July 31?,2026-07-31,shoulder,No,0.95,0.05,outer,4946.25
2026-07-30T13:53:17.205972+00:00,Seoul,0x2307f667cdc9676e6fe39e3ef7f8ddf47011aa687370d936c53c8b384570a373,Will the highest temperature in Seoul (Incheon) be 31°C on August 1?,2026-08-01,shoulder,No,0.735,0.265,core,2098.77
2026-07-30T13:53:17.205972+00:00,Seoul,0x35f7a442d8356a33bebc1396bc76b8edca028f899796bec43f09443f1a7c87da,Will the lowest temperature in Seoul (Incheon) be 25°C on August 1?,2026-08-01,shoulder,No,0.75,0.25,core,1098.24
2026-07-30T13:53:17.205972+00:00,Seoul,0x6ae2e275987b23b5af12fe75b37acba3fb37823e3397f1718627ffb1c902e885,Will the highest temperature in Seoul (Incheon) be 33°C on August 1?,2026-08-01,shoulder,No,0.795,0.205,core,1952.03
2026-07-30T13:53:17.205972+00:00,Seoul,0xb080a8ad211f8f410d2897235f0ffa9e623bc245e0666f57a04ccc0fa4f54a74,Will the lowest temperature in Seoul (Incheon) be 27°C on August 1?,2026-08-01,shoulder,No,0.715,0.285,core,1045.89
2026-07-30T13:53:17.205972+00:00,Seoul,0xc8d13002877e8133420d45204f9b4674c748614f9ca530053835c4faa7d0826a,Will the highest temperature in Seoul be 32°C on July 31?,2026-07-31,shoulder,No,0.655,0.345,core,4725.22
2026-07-30T13:53:17.205972+00:00,Seoul,0xe4af99a6a904c2b336fa8dc837490bfe0c990946eacf237bc1db3e05479e726d,Will the highest temperature in Seoul (Incheon) be 30°C on August 1?,2026-08-01,shoulder,No,0.9,0.1,outer,1768.21
2026-07-30T13:53:17.205972+00:00,HongKong,0x062dafa731e417153e1c5442bfe8bf07d2a0a485d9f6829f5708a75efae807fb,Will the lowest temperature in Hong Kong be 24°C on July 31?,2026-07-31,shoulder,No,0.845,0.155,outer,2472.09
2026-07-30T13:53:17.205972+00:00,HongKong,0x2b20bd3a9dcbbb9263bcef0f0ef6ba007fa0d33a42062337773c24be854cdee0,Will the highest temperature in Hong Kong be 30°C on August 1?,2026-08-01,shoulder,No,0.935,0.065,outer,2105.26
2026-07-30T13:53:17.205972+00:00,HongKong,0x5bbf77416706cc33a6da1d982a176c06815fc0d00445e3cb98035c2f1460575e,Will the lowest temperature in Hong Kong be 25°C on August 1?,2026-08-01,shoulder,No,0.685,0.315,core,1542.77
2026-07-30T13:53:17.205972+00:00,HongKong,0x5f4907329888bfe36b5f58c9a8b954442134eca2f4e37fe742bbd78adc321ad1,Will the highest temperature in Hong Kong be 29°C on August 1?,2026-08-01,shoulder,No,0.825,0.175,outer,3166.69
2026-07-30T13:53:17.205972+00:00,HongKong,0x6b4a263b067c5c9561413375e57a3a649c602ef5f6e7fd19fe366be506cef74f,Will the highest temperature in Hong Kong be 30°C on July 31?,2026-07-31,shoulder,No,0.93,0.07,outer,6749.97
2026-07-30T13:53:17.205972+00:00,HongKong,0xcae22c88715712ee2457b29407839b9ecccd61b0f389e6fe284353bf3b7f3116,Will the lowest temperature in Hong Kong be 24°C on August 1?,2026-08-01,shoulder,No,0.725,0.275,core,1130.52
2026-07-30T13:53:17.205972+00:00,HongKong,0xe6b36fb133cca7e8587d2e4ef43a65f41c9841c9035c0cd9ed1a8b544dca2ede,Will the lowest temperature in Hong Kong be 27°C on July 31?,2026-07-31,shoulder,No,0.92,0.08,outer,2576.73
2026-07-30T13:53:17.205972+00:00,HongKong,0xf18d2354293fd5b804447a064b39097fbbcc78bd6add0434fc4371a3ea34080f,Will the highest temperature in Hong Kong be 28°C on August 1?,2026-08-01,shoulder,No,0.685,0.315,core,3563.68
2026-07-30T14:35:47.011404+00:00,NYC,0x17c93194f89d24ca2e4e4e97d2311665ffb01fec2e52ed04720e1e6983bf2100,Will the lowest temperature in New York City be between 66-67°F on July 31?,2026-07-31,shoulder,No,0.8,0.2,core,1039.01
2026-07-30T14:35:47.011404+00:00,London,0xae72fe247ea3574e7541cc5437a967cf45b202add800582d8de01cfea061c273,Will the lowest temperature in London be 15°C on August 1?,2026-08-01,shoulder,No,0.695,0.305,core,1019.25
2026-07-30T14:35:47.011404+00:00,Seoul,0x06db4da938e5c0d234cfec1d8865eabeaed92aadecbb001ef03fa6d3d357ba7e,Will the lowest temperature in Seoul (Incheon) be 24°C on August 1?,2026-08-01,shoulder,No,0.945,0.055,outer,1132.49
2026-07-30T14:35:47.011404+00:00,Seoul,0x28fb5337e53379dc4c52011de5ec7e0ae68289d17fcb28d937f98167aa78e4bc,Will the highest temperature in Seoul be 31°C on July 31?,2026-07-31,shoulder,No,0.665,0.335,core,4016.71
2026-07-30T14:35:47.011404+00:00,HongKong,0xaa975c0bb730c92ec83ada049ac09805aab81fad796f805994d32e5197da2388,Will the lowest temperature in Hong Kong be 26°C on July 31?,2026-07-31,shoulder,No,0.685,0.315,core,1199.17
2026-07-30T14:35:47.011404+00:00,HongKong,0xd4a660328e314adeae597a31be4a866d41b367f3256a3d65fee3ca9e5e9ae83f,Will the lowest temperature in Hong Kong be 26°C on August 1?,2026-08-01,shoulder,No,0.715,0.285,core,1234.25
2026-07-30T16:52:47.899042+00:00,NYC,0xe3e6c1e998e7a8993203fbc62c75776ca608594f54a91b4e06363635ca4ddfe5,Will the lowest temperature in New York City be between 72-73°F on July 31?,2026-07-31,shoulder,No,0.945,0.055,outer,1001.01
2026-07-30T18:54:08.040826+00:00,Seoul,0x3948c667d3ad9646304d8a743b2864c7e062ee61e146ff27a899b405cf1409bb,Will the highest temperature in Seoul (Incheon) be 32°C on August 1?,2026-08-01,shoulder,No,0.655,0.345,core,4035.37
2026-07-30T20:40:38.438211+00:00,HongKong,0x43e3f9f5244dfb4ab25d1f9ac35e643ce196ed9b9a638aa471531d4e94d207cf,Will the lowest temperature in Hong Kong be 23°C on August 1?,2026-08-01,shoulder,No,0.94,0.06,outer,1101.19
2026-07-31T00:20:30.982456+00:00,NYC,0x7af74a627f542c82a5525e25c22a20d03e00e7ae3e2209a35584ba07ddb4da67,Will the highest temperature in New York City be between 80-81°F on July 31?,2026-07-31,shoulder,No,0.9255,0.0745,outer,3666.35
2026-07-31T04:43:12.805546+00:00,Chicago,0x05b84dfd97320cb9b0c75f847525b7afee373160b669d116ddf8cd9cb5bf8ace,Will the highest temperature in Chicago be between 76-77°F on August 1?,2026-08-01,shoulder,No,0.94,0.06,outer,1926.85
2026-07-31T04:43:12.805546+00:00,Chicago,0x2f3121a9b0eea9f1cc22429d4dd2463e7f0bb07e8f16c080c2b5cfe5bb3e8a77,Will the highest temperature in Chicago be between 68-69°F on August 1?,2026-08-01,shoulder,No,0.89,0.11,outer,2029.2
2026-07-31T04:43:12.805546+00:00,Chicago,0x9d8dbac9b7dcd0cfa2d2bc8462fa5c23136b1eb75b1d09f631e8ca28366865a4,Will the highest temperature in Chicago be between 70-71°F on August 1?,2026-08-01,shoulder,No,0.765,0.235,core,2988.65
2026-07-31T04:43:12.805546+00:00,Chicago,0xf8d3d17379daf00db5caccbd6eb9979b34cb0a5981bf41d046827fa8b0d53572,Will the highest temperature in Chicago be between 74-75°F on August 1?,2026-08-01,shoulder,No,0.83,0.17,outer,2426.24
2026-07-31T04:43:12.805546+00:00,NYC,0x41b6a0662219018f8f0213913073a97eb7a25851f56fd013d932bd64a73af60e,Will the highest temperature in New York City be between 82-83°F on August 1?,2026-08-01,shoulder,No,0.89,0.11,outer,2030.67
2026-07-31T04:43:12.805546+00:00,NYC,0x47e2b7629ec49883d36ca9b6d047c21de8e35b7cbe7616e2498712ce2fbf4491,Will the highest temperature in New York City be between 84-85°F on August 1?,2026-08-01,shoulder,No,0.735,0.265,core,2396.93
2026-07-31T04:43:12.805546+00:00,NYC,0xc107ddc54ef14f831f68264543de3ca7930ee7e765971334b02bc684358b45bd,Will the highest temperature in New York City be between 88-89°F on August 1?,2026-08-01,shoulder,No,0.775,0.225,core,2604.67
2026-07-31T04:43:12.805546+00:00,Seoul,0x037d7c0a086965735f9c6a394933c0ee0cc2a5500b138429dd7e8e9550aa1058,Will the highest temperature in Seoul (Incheon) be 29°C on August 2?,2026-08-02,shoulder,No,0.9,0.1,outer,1069.53
2026-07-31T04:43:12.805546+00:00,Seoul,0x53c5e8c9174d92d924c2491d0d7948a3b55be3b6dc8873c3028dbe67ca94e0b5,Will the highest temperature in Seoul (Incheon) be 28°C on August 2?,2026-08-02,shoulder,No,0.91,0.09,outer,1024.16
2026-07-31T04:43:12.805546+00:00,HongKong,0x46a1d364d208e885425aa60345c65dc2d488838f65394fa5ec26fdfcd88fb467,Will the highest temperature in Hong Kong be 29°C on August 2?,2026-08-02,shoulder,No,0.8,0.2,core,1035.61
2026-07-31T08:15:55.371113+00:00,Chicago,0x6909f0b462d2ab38ff444e72fade7170f4d5a50acddbd506a78bd944186b614b,Will the highest temperature in Chicago be between 66-67°F on August 1?,2026-08-01,shoulder,No,0.945,0.055,outer,1984.88
2026-07-31T08:15:55.371113+00:00,Chicago,0xa32ee1538ef09f5f8a69f9f50c816bbed659662f2b90f9471dd581c201f4906b,Will the highest temperature in Chicago be between 72-73°F on August 1?,2026-08-01,shoulder,No,0.68,0.32,core,2654.5
2026-07-31T08:15:55.371113+00:00,London,0x2d4ed50f7df6e493c7125d56fa456e2518399bfd4fae17a538e8a6aefe55c5d8,Will the highest temperature in London be 28°C on August 2?,2026-08-02,shoulder,No,0.855,0.145,outer,1188.34
2026-07-31T08:15:55.371113+00:00,London,0x46ee613c7a77550ea07c085fb9c52dd698b0c7c83eb7bbfe0fde0fb18fe2b365,Will the highest temperature in London be 27°C on August 2?,2026-08-02,shoulder,No,0.675,0.325,core,2106.06
2026-07-31T08:15:55.371113+00:00,London,0x847af95510c2f09685e08d9acf1feaef877d42521745b5fc569646f59b9a97c5,Will the highest temperature in London be 25°C on August 2?,2026-08-02,shoulder,No,0.82,0.18,outer,1476.14
2026-07-31T08:15:55.371113+00:00,Seoul,0x17357867978f6f333e03ff4075744a83324835b922efc07640200574d555d507,Will the lowest temperature in Seoul (Incheon) be 27°C on August 2?,2026-08-02,shoulder,No,0.685,0.315,core,1018.84
2026-07-31T08:15:55.371113+00:00,Seoul,0x1816582f5b156591cc0b6fb53c14f2db5f407b727b1d4b504f1f670a21936896,Will the highest temperature in Seoul (Incheon) be 30°C on August 2?,2026-08-02,shoulder,No,0.885,0.115,outer,1035.54
2026-07-31T08:15:55.371113+00:00,Seoul,0x6de471316b2b2e13ca7523d7b6502318a44df17efabc05fa749257ecbc775918,Will the highest temperature in Seoul (Incheon) be 32°C on August 2?,2026-08-02,shoulder,No,0.655,0.345,core,1509.63
2026-07-31T08:15:55.371113+00:00,Seoul,0xd4bbc787b84a7b2691bdea4d3342113f6f2f56612874ab1a55a610de38adf7f4,Will the highest temperature in Seoul (Incheon) be 33°C on August 2?,2026-08-02,shoulder,No,0.76,0.24,core,1365.99
2026-07-31T08:15:55.371113+00:00,Seoul,0xfbdda32f781dc6577e9fa7cfe3eb99302b0f058b11aa23cda2d6e4b98c6c23f0,Will the highest temperature in Seoul (Incheon) be 31°C on August 2?,2026-08-02,shoulder,No,0.765,0.235,core,1471.93
2026-07-31T08:15:55.371113+00:00,HongKong,0x04059f75b5e836a96a8624166bef8c97f0ca4a3e2cd33813547f82aea177ccbe,Will the highest temperature in Hong Kong be 26°C on August 2?,2026-08-02,shoulder,No,0.795,0.205,core,1261.76
2026-07-31T08:15:55.371113+00:00,HongKong,0x0db0704cbc83fc96ecfc8cbdbbb932ed54e92d39752b615986dc2c56492791fe,Will the highest temperature in Hong Kong be 28°C on August 2?,2026-08-02,shoulder,No,0.72,0.28,core,1102.48
2026-07-31T08:15:55.371113+00:00,HongKong,0x8841305ce9ef7ed12cbeb6ee1fdb9baa6e4a637c7233039eaebd79100191b0f3,Will the lowest temperature in Hong Kong be 24°C on August 2?,2026-08-02,shoulder,No,0.705,0.295,core,1010.69
2026-07-31T08:15:55.371113+00:00,HongKong,0x8d1f813e61804bd184ed70796190a9064d3f5b88ba2aecea87bcf65d5aa615cd,Will the lowest temperature in Hong Kong be 21°C on August 2?,2026-08-02,shoulder,No,0.95,0.05,outer,1663.09
2026-07-31T08:15:55.371113+00:00,HongKong,0xd7369f794ce8524bb9177dbef7b0f9daa4b0acd19145c516a9d9211225969193,Will the lowest temperature in Hong Kong be 25°C on August 2?,2026-08-02,shoulder,No,0.66,0.34,core,1201.0
2026-07-31T08:15:55.371113+00:00,HongKong,0xf661b865d7f3122cd1a6c9e14a7d7e4ae19c5dbf860378ad1b7c5f1517eb7feb,Will the lowest temperature in Hong Kong be 29°C on August 2?,2026-08-02,shoulder,No,0.94,0.06,outer,1497.84
2026-07-31T08:15:55.371113+00:00,HongKong,0xf954b0b6be07ed7e1a6302bb2d8c9639e2e0b892808c4aef692b3238853be359,Will the highest temperature in Hong Kong be 25°C on August 2?,2026-08-02,shoulder,No,0.93,0.07,outer,1075.65
2026-07-31T10:57:46.615045+00:00,London,0x65b2ba59ec0bae67b14ce36e4be6ba5525cecbef43dbb770dbe7186ec61d59ff,Will the highest temperature in London be 26°C on August 2?,2026-08-02,shoulder,No,0.665,0.335,core,2719.16
2026-07-31T10:57:46.615045+00:00,London,0xd3f06b0afc124e4d897df3b7554e12ccba61e970c3c6c87aba54d33ab67a25b0,Will the lowest temperature in London be 17°C on August 2?,2026-08-02,shoulder,No,0.705,0.295,core,1341.46
2026-07-31T10:57:46.615045+00:00,London,0xd824e1408c124b13b36437d74a7e0a602b2341e3d1fea8b9bbf8d910d2a925da,Will the lowest temperature in London be 15°C on August 2?,2026-08-02,shoulder,No,0.845,0.155,outer,1120.75
2026-07-31T10:57:46.615045+00:00,Seoul,0x8928aadc76c7187452de9f96a1ff5d38c6974831be26ccdd4d28e220dcacc3ae,Will the lowest temperature in Seoul (Incheon) be 26°C on August 1?,2026-08-01,favorite,Yes,0.65,0.65,fav_core,1143.22
2026-07-31T10:57:46.615045+00:00,HongKong,0x3d20b584a37f246280ef0c3f9c30bbcdf0ba02953bc7cd43974cdbc8523c827c,Will the highest temperature in Hong Kong be 25°C on August 1?,2026-08-01,shoulder,No,0.9375,0.0625,outer,2788.78
2026-07-31T13:09:53.526197+00:00,Seoul,0xd9becfec66c3181649e0612818f6e42d483aa51af23ad84ce8564118ecd858d6,Will the highest temperature in Seoul (Incheon) be 34°C on August 2?,2026-08-02,shoulder,No,0.945,0.055,outer,1367.67
2026-07-31T13:09:53.526197+00:00,HongKong,0x8ea4131167f6f15096338ad37091dd33b76648963fb8998b74f10b62e7c469f8,Will the lowest temperature in Hong Kong be 22°C on August 2?,2026-08-02,shoulder,No,0.935,0.065,outer,1085.22
2026-07-31T13:09:53.526197+00:00,HongKong,0xc06dee6da3b55cab25d8d7303777d9c791503b7157b038e0d0cb09c0451d457f,Will the lowest temperature in Hong Kong be 23°C on August 2?,2026-08-02,shoulder,No,0.715,0.285,core,1215.08
2026-07-31T15:35:57.155647+00:00,London,0x619601eb982b8f0ce066d4062f94b4a97a03ca8fdd895da770bbf95dc150d7c4,Will the lowest temperature in London be 14°C on August 2?,2026-08-02,shoulder,No,0.94,0.06,outer,1889.22
2026-07-31T15:35:57.155647+00:00,London,0x92c947cdd5b7509d5477c53bbbecf9cf979e92ec35e8c08b147532efccea9214,Will the lowest temperature in London be 18°C on August 2?,2026-08-02,shoulder,No,0.95,0.05,outer,1190.95
2026-07-31T15:35:57.155647+00:00,Seoul,0x52f513ce450283a9d96cd2621314260c20e86f3c95e3aad52b8eba7e7e93580d,Will the lowest temperature in Seoul (Incheon) be 25°C on August 2?,2026-08-02,shoulder,No,0.83,0.17,outer,1635.5
2026-07-31T15:35:57.155647+00:00,Seoul,0x65c3b452e7f70a2f38d204c00c4cd25378e1e2d1f7195cd576e3617f37ad07ef,Will the lowest temperature in Seoul (Incheon) be 24°C on August 2?,2026-08-02,shoulder,No,0.95,0.05,outer,1391.48
2026-07-31T15:35:57.155647+00:00,HongKong,0xe72ec39d90f278386bdddade66f52eee8e7dfdbfbf85a4220406bdf56214d2a7,Will the lowest temperature in Hong Kong be 26°C on August 2?,2026-08-02,shoulder,No,0.87,0.13,outer,1215.67
2026-07-31T17:55:51.206386+00:00,NYC,0x012bc6043b96665ec4341905ad479bf835f04133fd2290bdfa1eafc4208bd873,Will the highest temperature in New York City be between 86-87°F on August 1?,2026-08-01,shoulder,No,0.655,0.345,core,3896.46
2026-07-31T17:55:51.206386+00:00,London,0xdf8c08b9775422cd905d902d50a7f6ab3b5ebc2abbcf730f9bdd79324dd5a7eb,Will the highest temperature in London be 29°C on August 2?,2026-08-02,shoulder,No,0.95,0.05,outer,2590.2
2026-07-31T19:55:48.010548+00:00,NYC,0xa3e851db1ba30a3cdbc88586737b35d9828b9ef182f6713fd5fa5e3308291f63,Will the lowest temperature in New York City be between 74-75°F on August 1?,2026-08-01,shoulder,No,0.755,0.245,core,1240.29
2026-07-31T19:55:48.010548+00:00,NYC,0xe3d2504007b50cccb4a653e21dee56ee32dba663910f00559b4d70e37bf8e274,Will the lowest temperature in New York City be between 76-77°F on August 1?,2026-08-01,shoulder,No,0.92,0.08,outer,1025.7
2026-07-31T19:55:48.010548+00:00,Seoul,0xfa3817f91b09562475ceb5c5db864aa564fe809eeb85fe1a4a5853eea4ea21ec,Will the lowest temperature in Seoul (Incheon) be 28°C on August 2?,2026-08-02,shoulder,No,0.945,0.055,outer,1052.45
2026-08-01T03:53:13.122510+00:00,Chicago,0x4089466d411ccb48c5d958237b488722251208f4d236c51f2c52c1d1541d4414,Will the highest temperature in Chicago be between 74-75°F on August 2?,2026-08-02,shoulder,No,0.7,0.3,core,2710.41
2026-08-01T03:53:13.122510+00:00,Chicago,0x6ee1a8d11e64162c33b1c1c69d208249a946ef5aa9b6c51609ec4a1296ff64cb,Will the highest temperature in Chicago be between 78-79°F on August 2?,2026-08-02,shoulder,No,0.845,0.155,outer,1728.61
2026-08-01T03:53:13.122510+00:00,Chicago,0xe922114614bb0767877479adc28a45751812dc38cd52e303b2081b55992dcd52,Will the highest temperature in Chicago be between 72-73°F on August 2?,2026-08-02,shoulder,No,0.88,0.12,outer,1668.68
2026-08-01T03:53:13.122510+00:00,NYC,0xa3f2c42c8f836b8dfffbf05246cbf378b7362f0d5f4726d4d83a3a3442073826,Will the highest temperature in New York City be between 86-87°F on August 2?,2026-08-02,shoulder,No,0.95,0.05,outer,2274.96
2026-08-01T03:53:13.122510+00:00,NYC,0xbe0f92d527ca2bb513a3d53bab40f2c5a33d22a605af711b407b3626077cf3c7,Will the highest temperature in New York City be between 80-81°F on August 2?,2026-08-02,shoulder,No,0.73,0.27,core,2580.1
2026-08-01T03:53:13.122510+00:00,NYC,0xdcecca01b47ed6c774d1ad3b65410a2f56d23b986892b2d04499ccdc356c53f0,Will the highest temperature in New York City be between 84-85°F on August 2?,2026-08-02,shoulder,No,0.67,0.33,core,2574.21
